PART_name,Tier,Category,SSS Category,Resource-1,Resource-2,Resource-3,
bluedog_LR91_3,4,Engine,hypergol,ElectricCharge:20,,,"@PART[bluedog_LR91_3]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol4

}"
bluedog_LR91_3_SingleVernier,4,Engine,hypergol,,,,"@PART[bluedog_LR91_3_SingleVernier]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol4

}"
bluedog_LunarOrbiter_Propulsion,4,Propulsion,hypergol,ElectricCharge:15,,,"@PART[bluedog_LunarOrbiter_Propulsion]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol4

}"
bluedog_Ranger_Engine,4,Propulsion,hypergol,,,,"@PART[bluedog_Ranger_Engine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol4

}"
bluedog_Clementine_Engine,5,Engine,hypergol,,,,"@PART[bluedog_Clementine_Engine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol5

}"
bluedog_LR87_5,5,Engine,hypergol,ElectricCharge:10,,,"@PART[bluedog_LR87_5]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol5

}"
bluedog_LR91_5,5,Engine,hypergol,ElectricCharge:120,SolidFuel:0_65,,"@PART[bluedog_LR91_5]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol5

}"
bluedog_LR91_5_FourVernier,5,Engine,hypergol,ElectricCharge:120,,,"@PART[bluedog_LR91_5_FourVernier]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol5

}"
bluedog_TR_201,5,Engine,hypergol,,,,"@PART[bluedog_TR_201]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol5

}"
bluedog_AJ10_118K,6,Engine,hypergol,,,,"@PART[bluedog_AJ10_118K]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_GATV_SPS,6,Propulsion,hypergol,,,,"@PART[bluedog_GATV_SPS]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_GATV_SPS_LFO,6,Propulsion,hypergol,,,,"@PART[bluedog_GATV_SPS_LFO]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_GATV_SPS_RCS,6,Propulsion,hypergol,ElectricCharge:20,,,"@PART[bluedog_GATV_SPS_RCS]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_HAPS_SuperHAPS,6,Propulsion,hypergol,,,,"@PART[bluedog_HAPS_SuperHAPS]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_LR87_11,6,Engine,hypergol,,,,"@PART[bluedog_LR87_11]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_LR87_11_Single,6,Engine,hypergol,ElectricCharge:50,MonoPropellant:_2,,"@PART[bluedog_LR87_11_Single]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_LR87_11_Vac,6,Engine,hypergol,,,,"@PART[bluedog_LR87_11_Vac]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_LR91_11,6,Engine,hypergol,ElectricCharge:60,,,"@PART[bluedog_LR91_11]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_LR91_11_FourVernier,6,Engine,hypergol,ElectricCharge:10,,,"@PART[bluedog_LR91_11_FourVernier]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_Titan_Transtage,6,Engine,hypergol,SolidFuel:0_1,,,"@PART[bluedog_Titan_Transtage]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol6

}"
bluedog_Agena_Engine_8096C,7,Propulsion,hypergol,,,,"@PART[bluedog_Agena_Engine_8096C]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol7

}"
bluedog_AJ10_118X,7,Engine,hypergol,,,,"@PART[bluedog_AJ10_118X]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol7

}"
bluedog_Gemini_Lander_Engine,7,Engine,hypergol,,,,"@PART[bluedog_Gemini_Lander_Engine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol7

}"
bluedog_Hexagon_ServiceEngine,7,Propulsion,hypergol,,,,"@PART[bluedog_Hexagon_ServiceEngine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol7

}"
bluedog_mariner10_engine,7,Propulsion,hypergol,,,,"@PART[bluedog_mariner10_engine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol7

}"
bluedog_Apollo_Block2_ServiceEngine,8,Engine,hypergol,ElectricCharge:100,MonoPropellant:15,,"@PART[bluedog_Apollo_Block2_ServiceEngine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol8

}"
bluedog_AtlasV_AJ60,8,Engine,hypergol,,,,"@PART[bluedog_AtlasV_AJ60]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol8

}"
bluedog_LEM_Ascent_Engine,8,Engine,hypergol,ElectricCharge:100,,,"@PART[bluedog_LEM_Ascent_Engine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol8

}"
bluedog_LEM_Descent_Engine,8,Engine,hypergol,,,,"@PART[bluedog_LEM_Descent_Engine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol8

}"
bluedog_Apollo_Block3_ServiceEngine,9,Engine,hypergol,,,,"@PART[bluedog_Apollo_Block3_ServiceEngine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol9

}"
bluedog_Apollo_Block5_ServiceEngine,9,Engine,hypergol,,,,"@PART[bluedog_Apollo_Block5_ServiceEngine]:AFTER[Bluedog_DB] //
{
	@TechRequired = hypergol9

}"
bluedog_Tempel2_Ion,6,Engine,ion,,,,"@PART[bluedog_Tempel2_Ion]:AFTER[Bluedog_DB] //
{
	@TechRequired = ion6

}"
bluedog_Xenon_SmallSingle,6,FuelTank,ion,ElectricCharge:40,,,"@PART[bluedog_Xenon_SmallSingle]:AFTER[Bluedog_DB] //
{
	@TechRequired = ion6

}"
bluedog_Xenon_SmallStack,6,FuelTank,ion,,,,"@PART[bluedog_Xenon_SmallStack]:AFTER[Bluedog_DB] //
{
	@TechRequired = ion6

}"
bluedog_Xenon_SmallTriple,6,FuelTank,ion,MonoPropellant:22,,,"@PART[bluedog_Xenon_SmallTriple]:AFTER[Bluedog_DB] //
{
	@TechRequired = ion6

}"
bluedog_Xenon_MediumStack,7,FuelTank,ion,,,,"@PART[bluedog_Xenon_MediumStack]:AFTER[Bluedog_DB] //
{
	@TechRequired = ion7

}"
bluedog_Redstone_A7_Bare,2,Engine,kerolox,,,,"@PART[bluedog_Redstone_A7_Bare]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox2

}"
bluedog_Redstone_A7_TailUnit,2,Engine,kerolox,,,,"@PART[bluedog_Redstone_A7_TailUnit]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox2

}"
bluedog_Vanguard_GE405,2,Engine,kerolox,,,,"@PART[bluedog_Vanguard_GE405]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox2

}"
bluedog_Delta2_RS27,3,none,kerolox,,,,"@PART[bluedog_Delta2_RS27]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox3

}"
bluedog_Jupiter_Vernier,3,Engine,kerolox,MonoPropellant:15,,,"@PART[bluedog_Jupiter_Vernier]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox3

}"
bluedog_Redstone_QuadEngine,3,Engine,kerolox,,,,"@PART[bluedog_Redstone_QuadEngine]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox3

}"
bluedog_Thor_LR101,3,Engine,kerolox,,,,"@PART[bluedog_Thor_LR101]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox3

}"
bluedog_Thor_LR79,3,Engine,kerolox,,,,"@PART[bluedog_Thor_LR79]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox3

}"
bluedog_Atlas_LR101_Inline,4,Engine,kerolox,,,,"@PART[bluedog_Atlas_LR101_Inline]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox4

}"
bluedog_Atlas_LR101_Radial,4,Engine,kerolox,,,,"@PART[bluedog_Atlas_LR101_Radial]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox4

}"
bluedog_Atlas_LR105,4,Engine,kerolox,,,,"@PART[bluedog_Atlas_LR105]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox4

}"
bluedog_Atlas_LR89,4,Engine,kerolox,,,,"@PART[bluedog_Atlas_LR89]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox4

}"
bluedog_Vega_GE405H,5,Engine,kerolox,,,,"@PART[bluedog_Vega_GE405H]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox5

}"
bluedog_E1,7,Engine,kerolox,,,,"@PART[bluedog_E1]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox7

}"
bluedog_Saturn_Engine_H1C,7,Engine,kerolox,ElectricCharge:500,MonoPropellant:8,,"@PART[bluedog_Saturn_Engine_H1C]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox7

}"
bluedog_Saturn_Engine_H1D,7,Engine,kerolox,,,,"@PART[bluedog_Saturn_Engine_H1D]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox7

}"
bluedog_AtlasV_RD180,8,Engine,kerolox,,,,"@PART[bluedog_AtlasV_RD180]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox8

}"
bluedog_Saturn_Engine_F1,8,Propulsion,kerolox,,,,"@PART[bluedog_Saturn_Engine_F1]:AFTER[Bluedog_DB] //
{
	@TechRequired = kerolox8

}"
bluedog_Corona_Heatshield,3,Aero,landing,,,,"@PART[bluedog_Corona_Heatshield]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing3

}"
bluedog_Corona_Parachute,3,Utility,landing,ElectricCharge:100,MonoPropellant:5,,"@PART[bluedog_Corona_Parachute]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing3

}"
bluedog_Corona_Pod,3,Pods,landing,,,,"@PART[bluedog_Corona_Pod]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing3

}"
bluedog_Ranger_Block2_RoughLander,4,Pods,landing,,,,"@PART[bluedog_Ranger_Block2_RoughLander]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing4

}"
bluedog_Mercury_Heatshield,5,Thermal,landing,,,,"@PART[bluedog_Mercury_Heatshield]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing5

}"
bluedog_Mercury_Parachute,5,Utility,landing,,,,"@PART[bluedog_Mercury_Parachute]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing5

}"
bluedog_mercuryHeatshield,5,none,landing,,,,"@PART[bluedog_mercuryHeatshield]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing5

}"
bluedog_Ranger_Lander_Leg,5,Ground,landing,,,,"@PART[bluedog_Ranger_Lander_Leg]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing5

}"
bluedog_Ranger_Lander_Propulsion,5,Propulsion,landing,,,,"@PART[bluedog_Ranger_Lander_Propulsion]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing5

}"
bluedog_Gemini_DrogueChute,6,Utility,landing,,,,"@PART[bluedog_Gemini_DrogueChute]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing6

}"
bluedog_Gemini_Heatshield_1p5m,6,Thermal,landing,,,,"@PART[bluedog_Gemini_Heatshield_1p5m]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing6

}"
bluedog_Gemini_Heatshield_1p875m,6,Thermal,landing,,,,"@PART[bluedog_Gemini_Heatshield_1p875m]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing6

}"
bluedog_Gemini_Heatshield_A,6,none,landing,,,,"@PART[bluedog_Gemini_Heatshield_A]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing6

}"
bluedog_Gemini_Heatshield_AB,6,none,landing,,,,"@PART[bluedog_Gemini_Heatshield_AB]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing6

}"
bluedog_Gemini_MainParachute,6,Utility,landing,,,,"@PART[bluedog_Gemini_MainParachute]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing6

}"
bluedog_Gemini_Parachute_A,6,none,landing,ElectricCharge:100,MonoPropellant:10,,"@PART[bluedog_Gemini_Parachute_A]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing6

}"
bluedog_Titan_SRB_Parachute,6,Utility,landing,,,,"@PART[bluedog_Titan_SRB_Parachute]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing6

}"
bluedog_Gemini_Heatshield_2p5m,7,Thermal,landing,,,,"@PART[bluedog_Gemini_Heatshield_2p5m]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing7

}"
bluedog_Gemini_Heatshield_B,7,none,landing,,,,"@PART[bluedog_Gemini_Heatshield_B]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing7

}"
bluedog_Gemini_Lander_Leg,7,Ground,landing,,,,"@PART[bluedog_Gemini_Lander_Leg]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing7

}"
bluedog_Gemini_LanderCan,7,Pods,landing,,,,"@PART[bluedog_Gemini_LanderCan]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing7

}"
bluedog_Hexagon_Mk8_Capsule,7,Pods,landing,ElectricCharge:50,MonoPropellant:3,,"@PART[bluedog_Hexagon_Mk8_Capsule]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing7

}"
bluedog_Hexagon_Mk8_Heatshield,7,Aero,landing,,,,"@PART[bluedog_Hexagon_Mk8_Heatshield]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing7

}"
bluedog_Hexagon_Mk8_Parachute,7,Utility,landing,,,,"@PART[bluedog_Hexagon_Mk8_Parachute]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing7

}"
bluedog_Apollo_Block2_Heatshield,8,Thermal,landing,,,,"@PART[bluedog_Apollo_Block2_Heatshield]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing8

}"
bluedog_Apollo_Block2_Parachute,8,Utility,landing,ElectricCharge:5,MonoPropellant:3,,"@PART[bluedog_Apollo_Block2_Parachute]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing8

}"
bluedog_LEM_Ascent_Cockpit,8,Pods,landing,ElectricCharge:200,MonoPropellant:5,,"@PART[bluedog_LEM_Ascent_Cockpit]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing8

}"
bluedog_LEM_Descent_Tanks,8,FuelTank,landing,,,,"@PART[bluedog_LEM_Descent_Tanks]:AFTER[Bluedog_DB] //
{
	@TechRequired = landing8

}"
bluedog_Agena_ResupplyContainer,6,Payload,logistics,,,,"@PART[bluedog_Agena_ResupplyContainer]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics6

}"
bluedog_Gemini_EquipmentModule,6,Propulsion,logistics,,,,"@PART[bluedog_Gemini_EquipmentModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics6

}"
bluedog_Gemini_EquipmentModule_Empty,6,Propulsion,logistics,,,,"@PART[bluedog_Gemini_EquipmentModule_Empty]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics6

}"
bluedog_Gemini_Service_A,6,none,logistics,,,,"@PART[bluedog_Gemini_Service_A]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics6

}"
bluedog_Gemini_Service_B,6,none,logistics,ElectricCharge:200,MonoPropellant:5,,"@PART[bluedog_Gemini_Service_B]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics6

}"
bluedog_BigG_CylindricalSM,7,Utility,logistics,,,,"@PART[bluedog_BigG_CylindricalSM]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_Gemini_AugustusCapsule,7,Pods,logistics,,,,"@PART[bluedog_Gemini_AugustusCapsule]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_Gemini_LongFerrySM,7,Propulsion,logistics,ElectricCharge:600,MonoPropellant:5,,"@PART[bluedog_Gemini_LongFerrySM]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_Gemini_LunarReconSM,7,Propulsion,logistics,,,,"@PART[bluedog_Gemini_LunarReconSM]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_Gemini_MalhenaSM,7,none,logistics,,,,"@PART[bluedog_Gemini_MalhenaSM]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_Gemini_Resupply_Capsule,7,Pods,logistics,,,,"@PART[bluedog_Gemini_Resupply_Capsule]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_GeminiFerry_PressurizedModule,7,Utility,logistics,,,,"@PART[bluedog_GeminiFerry_PressurizedModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_MOL_EquipmentSection,7,Propulsion,logistics,,,,"@PART[bluedog_MOL_EquipmentSection]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_MOL_KISmodule,7,none,logistics,,,,"@PART[bluedog_MOL_KISmodule]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_MOL_Propellant,7,FuelTank,logistics,,,,"@PART[bluedog_MOL_Propellant]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_MOL_UnpressurizedCargo,7,Payload,logistics,,,,"@PART[bluedog_MOL_UnpressurizedCargo]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_Shuguang_EquipmentModule,7,Propulsion,logistics,,,,"@PART[bluedog_Shuguang_EquipmentModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics7

}"
bluedog_Apollo_AARDV_Cargo,8,Payload,logistics,,,,"@PART[bluedog_Apollo_AARDV_Cargo]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics8

}"
bluedog_Apollo_Block2_ServiceModule,8,FuelTank,logistics,,,,"@PART[bluedog_Apollo_Block2_ServiceModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics8

}"
bluedog_Apollo_Block3_ServiceModule,8,FuelTank,logistics,,,,"@PART[bluedog_Apollo_Block3_ServiceModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = logistics8

}"
bluedog_RTG_SNAP3,5,Electrical,reactors,ElectricCharge:30,,,"@PART[bluedog_RTG_SNAP3]:AFTER[Bluedog_DB] //
{
	@TechRequired = reactors5

}"
bluedog_Transit5_RTG,5,Electrical,reactors,,,,"@PART[bluedog_Transit5_RTG]:AFTER[Bluedog_DB] //
{
	@TechRequired = reactors5

}"
bluedog_Transit5_SNAP9A,5,Electrical,reactors,,,,"@PART[bluedog_Transit5_SNAP9A]:AFTER[Bluedog_DB] //
{
	@TechRequired = reactors5

}"
bluedog_RTG_SNAP19,6,Electrical,reactors,,,,"@PART[bluedog_RTG_SNAP19]:AFTER[Bluedog_DB] //
{
	@TechRequired = reactors6

}"
bluedog_RTG_SNAP19_Nimbus,6,Electrical,reactors,,,,"@PART[bluedog_RTG_SNAP19_Nimbus]:AFTER[Bluedog_DB] //
{
	@TechRequired = reactors6

}"
bluedog_RTG_SNAP19_Quad,6,Electrical,reactors,,,,"@PART[bluedog_RTG_SNAP19_Quad]:AFTER[Bluedog_DB] //
{
	@TechRequired = reactors6

}"
bluedog_SNTP_45,9,Propulsion,ntr,,,,"@PART[bluedog_SNTP_45]:AFTER[Bluedog_DB] //
{
	@TechRequired = ntr9

}"
bluedog_STNP_75,9,Propulsion,ntr,MonoPropellant:3,,,"@PART[bluedog_STNP_75]:AFTER[Bluedog_DB] //
{
	@TechRequired = ntr9

}"
bluedog_Explorer_11,2,Pods,probes,ElectricCharge:60,MonoPropellant:7,,"@PART[bluedog_Explorer_11]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Explorer_7,2,Pods,probes,MonoPropellant:5,,,"@PART[bluedog_Explorer_7]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Explorer_8,2,Pods,probes,,,,"@PART[bluedog_Explorer_8]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Explorer_S45,2,Pods,probes,,,,"@PART[bluedog_Explorer_S45]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Explorer_S46,2,Pods,probes,,,,"@PART[bluedog_Explorer_S46]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Injun1,2,Pods,probes,,,,"@PART[bluedog_Injun1]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Juno1_Explorer1,2,Pods,probes,MonoPropellant:1_5,,,"@PART[bluedog_Juno1_Explorer1]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_LOFTI,2,Pods,probes,,,,"@PART[bluedog_LOFTI]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Pioneer_1,2,Pods,probes,,,,"@PART[bluedog_Pioneer_1]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_POPPY1,2,Pods,probes,,,,"@PART[bluedog_POPPY1]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_POPPY2,2,Pods,probes,,,,"@PART[bluedog_POPPY2]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_SOLRAD,2,Pods,probes,ElectricCharge:30,,,"@PART[bluedog_SOLRAD]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_SOLRAD8,2,Pods,probes,,,,"@PART[bluedog_SOLRAD8]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Vanguard_Satellite1,2,Pods,probes,,,,"@PART[bluedog_Vanguard_Satellite1]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Vanguard_Satellite2,2,Pods,probes,LiquidFuel:3_6,Oxidizer:4_4,,"@PART[bluedog_Vanguard_Satellite2]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_Vanguard_Satellite3,2,Pods,probes,,,,"@PART[bluedog_Vanguard_Satellite3]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes2

}"
bluedog_ANNA,3,Pods,probes,,,,"@PART[bluedog_ANNA]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_Biosat_Adapter,3,Pods,probes,ElectricCharge:30,,,"@PART[bluedog_Biosat_Adapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_Pioneer_4,3,Pods,probes,,,,"@PART[bluedog_Pioneer_4]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_Pioneer5_Core,3,Pods,probes,ElectricCharge:40,,,"@PART[bluedog_Pioneer5_Core]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_Pioneer6_Bus,3,Pods,probes,,,,"@PART[bluedog_Pioneer6_Bus]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_PioneerAble_Core,3,Pods,probes,ElectricCharge:45,,,"@PART[bluedog_PioneerAble_Core]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_Ranger_BareCore,3,Pods,probes,,,,"@PART[bluedog_Ranger_BareCore]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_TIROS,3,Pods,probes,,,,"@PART[bluedog_TIROS]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_Transit2A,3,Pods,probes,,,,"@PART[bluedog_Transit2A]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_TRYP_Core,3,Pods,probes,,,,"@PART[bluedog_TRYP_Core]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_WRESAT,3,Pods,probes,,,,"@PART[bluedog_WRESAT]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes3

}"
bluedog_AIMP_Core,4,Pods,probes,,,,"@PART[bluedog_AIMP_Core]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes4

}"
bluedog_Alouette_Core,4,Pods,probes,ElectricCharge:10,,,"@PART[bluedog_Alouette_Core]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes4

}"
bluedog_LunarOrbiter_Core,4,Pods,probes,,,,"@PART[bluedog_LunarOrbiter_Core]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes4

}"
bluedog_Nimbus_EarlyControlCore,4,Pods,probes,,,,"@PART[bluedog_Nimbus_EarlyControlCore]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes4

}"
bluedog_Nimbus_LateControlCore,4,Pods,probes,,,,"@PART[bluedog_Nimbus_LateControlCore]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes4

}"
bluedog_OSO_Core,4,Pods,probes,,,,"@PART[bluedog_OSO_Core]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes4

}"
bluedog_Ranger_Bus,4,Pods,probes,,,,"@PART[bluedog_Ranger_Bus]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes4

}"
bluedog_Transit4A,4,Pods,probes,MonoPropellant:8,,,"@PART[bluedog_Transit4A]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes4

}"
bluedog_Agena_Subsat_Hitchhiker,5,Pods,probes,,,,"@PART[bluedog_Agena_Subsat_Hitchhiker]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes5

}"
bluedog_Clementine_Bus,5,Pods,probes,,,,"@PART[bluedog_Clementine_Bus]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes5

}"
bluedog_Clementine_ISAS,5,Pods,probes,,,,"@PART[bluedog_Clementine_ISAS]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes5

}"
bluedog_MarinerB_Bus,5,Pods,probes,,,,"@PART[bluedog_MarinerB_Bus]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes5

}"
bluedog_OAO_ProbeCore,5,Pods,probes,ElectricCharge:40,MonoPropellant:16,,"@PART[bluedog_OAO_ProbeCore]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes5

}"
bluedog_OGO_Bus,5,Pods,probes,,,,"@PART[bluedog_OGO_Bus]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes5

}"
bluedog_Transit5_Bus,5,Pods,probes,,,,"@PART[bluedog_Transit5_Bus]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes5

}"
bluedog_Helios_Core,6,Pods,probes,,,,"@PART[bluedog_Helios_Core]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes6

}"
bluedog_Mariner10_probeCore,7,Pods,probes,,,,"@PART[bluedog_Mariner10_probeCore]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes7

}"
bluedog_Apollo_Subsatellite_Core,8,Pods,probes,ElectricCharge:30,MonoPropellant:3,,"@PART[bluedog_Apollo_Subsatellite_Core]:AFTER[Bluedog_DB] //
{
	@TechRequired = probes8

}"
bluedog_Pioneer6_Magnetometer,3,Science,science,,,,"@PART[bluedog_Pioneer6_Magnetometer]:AFTER[Bluedog_DB] //
{
	@TechRequired = science3

}"
bluedog_cameraLowTech,0,Science,science,,,,"@PART[bluedog_cameraLowTech]:AFTER[Bluedog_DB] //
{
	@TechRequired = science0

}"
bluedog_Biosat_Magnetometer,2,Science,science,,,,"@PART[bluedog_Biosat_Magnetometer]:AFTER[Bluedog_DB] //
{
	@TechRequired = science2

}"
Bluedog_Geiger,2,Science,science,ElectricCharge:30,,,"@PART[Bluedog_Geiger]:AFTER[Bluedog_DB] //
{
	@TechRequired = science2

}"
